decyear,B-ISMF-bug_rho_abovepyc,B-ISMF-bug_rho_belowpyc
27.583333333333332,1027.2385835914147,1027.6762810025682
27.666666666666668,1027.255283029837,1027.6770695529754
27.75,1027.2636333211128,1027.6814227722305
27.833333333333332,1027.2646501979336,1027.6811221615044
27.916666666666668,1027.2589724503403,1027.682916041841
28.0,1027.2384959161825,1027.68524198749
28.083333333333332,1027.2317341540836,1027.6757490264158
28.166666666666668,1027.2317581031593,1027.6667199746917
28.25,1027.2356745784505,1027.666171722253
28.333333333333332,1027.2376709656544,1027.6649548681908
28.416666666666668,1027.234308910845,1027.6656489728134
28.5,1027.2318828007024,1027.6722050385358
28.583333333333332,1027.230117441247,1027.6763753000512
28.666666666666668,1027.243073930907,1027.6767468155558
28.75,1027.255544329884,1027.6764061436702
28.833333333333332,1027.262522432402,1027.6778194106134
28.916666666666668,1027.2495159622035,1027.6779850074822
29.0,1027.2286729215493,1027.6807877524445
29.083333333333332,1027.2085670426256,1027.6817283493099
29.166666666666668,1027.2031434444098,1027.6818472869822
29.25,1027.2089311019743,1027.6800329555526
29.333333333333332,1027.2065217970962,1027.6777683553319
29.416666666666668,1027.199433794539,1027.6734189129807
29.5,1027.201118486616,1027.6707408994484
29.583333333333332,1027.1970558936196,1027.6674849548067
29.666666666666668,1027.2113104637453,1027.6698768383492
29.75,1027.222930280335,1027.6716143099834
29.833333333333332,1027.2326000464723,1027.6738381325729
29.916666666666668,1027.220172562093,1027.6747031038399
30.0,1027.1906198049578,1027.6767010736007
30.083333333333332,1027.1837731235596,1027.6787992501831
30.166666666666668,1027.1829860874448,1027.6791371328004
30.25,1027.1580362344432,1027.6758216853796
30.333333333333332,1027.1363928964752,1027.6734726739116
30.416666666666668,1027.147709340788,1027.6717646000839
30.5,1027.1608305792502,1027.6713337665158
30.583333333333332,1027.1702672870856,1027.670990273292
30.666666666666668,1027.1966426234465,1027.6738144149433
30.75,1027.2171404809085,1027.6752847065047
30.833333333333332,1027.2164543379597,1027.674784127072
30.916666666666668,1027.2114967734665,1027.6769556155507
31.0,1027.1790542886067,1027.677555838063
31.083333333333332,1027.176311023214,1027.6726135191655
31.166666666666668,1027.1700821293657,1027.6614185758308
31.25,1027.1452350582645,1027.6681327085014
31.333333333333332,1027.157136889231,1027.661171855081
31.416666666666668,1027.1638716442862,1027.6701231739867
31.5,1027.1626153159298,1027.6678669513935
31.583333333333332,1027.1713889576629,1027.6679638948854
31.666666666666668,1027.1892235890175,1027.669658682933
31.75,1027.197848887473,1027.669830299341
31.833333333333332,1027.2011528202183,1027.6703472029646
31.916666666666668,1027.194824496509,1027.6723922690683
32.0,1027.1742601262918,1027.6738275757639
32.083333333333336,1027.1615602828565,1027.6752447911115
32.166666666666664,1027.1533738894238,1027.6743860202919
32.25,1027.1334061670475,1027.6718266851408
32.333333333333336,1027.1291887006055,1027.6694236800154
32.416666666666664,1027.1450141849232,1027.6676594000635
32.5,1027.147043154849,1027.665857608465
32.583333333333336,1027.1541023939649,1027.6667609890387
32.666666666666664,1027.1710035521012,1027.6687595177882
32.75,1027.1781883469102,1027.6692543495242
32.833333333333336,1027.1825580684267,1027.6708624249575
32.916666666666664,1027.1812113732271,1027.6729794639662
33.0,1027.1578316738169,1027.6748978236346
33.083333333333336,1027.1380045358183,1027.6748762338273
33.166666666666664,1027.1511207964434,1027.6639225272613
33.25,1027.1518153812895,1027.6563972968845
33.333333333333336,1027.144401474835,1027.6590021876582
33.416666666666664,1027.1405015659957,1027.6674266112354
33.5,1027.1458924639296,1027.6649139609854
33.583333333333336,1027.157312685737,1027.6642330133734
33.666666666666664,1027.1728983973696,1027.6658932779335
33.75,1027.1875023600967,1027.6651793282203
33.833333333333336,1027.195193810547,1027.665570108402
33.916666666666664,1027.1888652368948,1027.6668168487563
34.0,1027.1682747772206,1027.6682618009575
34.083333333333336,1027.155113646194,1027.6699968916364
34.166666666666664,1027.1559959397991,1027.6633408158373
34.25,1027.1473246753549,1027.6665893806899
34.333333333333336,1027.1266162688019,1027.661880875943
34.416666666666664,1027.1290439259421,1027.6602416828641
34.5,1027.1371387620509,1027.658647072075
34.583333333333336,1027.1447202760075,1027.657570952016
34.666666666666664,1027.1647703253861,1027.6584914603948
34.75,1027.175416864279,1027.6591885112484
34.833333333333336,1027.1815466282692,1027.6609525524368
34.916666666666664,1027.1735358423873,1027.6619692307486
35.0,1027.1533378306947,1027.6640147991418
35.083333333333336,1027.1410371420257,1027.665080184115
35.166666666666664,1027.128966211191,1027.664317409142
35.25,1027.1117213857567,1027.6628327727149
35.333333333333336,1027.1157193543133,1027.6608884308548
35.416666666666664,1027.1212199487086,1027.6589456526724
35.5,1027.130553458512,1027.6574608088913
35.583333333333336,1027.1545970929603,1027.6587954410734
35.666666666666664,1027.1671944930692,1027.6596142516605
35.75,1027.1783102097963,1027.6603516325326
35.833333333333336,1027.1818052436777,1027.6597823162635
35.916666666666664,1027.1747301386697,1027.660676166656
36.0,1027.1532954813479,1027.6615221556162
36.083333333333336,1027.1292665669305,1027.6626292920923
36.166666666666664,1027.1132493921675,1027.662902417524
36.25,1027.0822547642051,1027.6579543754176
36.333333333333336,1027.0781271301848,1027.6549701767437
36.416666666666664,1027.06434980023,1027.6489440646224
36.5,1027.0752545101834,1027.6499284596757
36.583333333333336,1027.1050871965829,1027.6528287402086
36.666666666666664,1027.1376305571466,1027.6549073863177
36.75,1027.1505640506393,1027.6552558131598
36.833333333333336,1027.1550556811865,1027.6544914033434
36.916666666666664,1027.148615366803,1027.655575717986
37.0,1027.1344753296607,1027.658639768822
37.083333333333336,1027.1106982159758,1027.659658480107
37.166666666666664,1027.1061992310974,1027.6583161034864
37.25,1027.1153470153072,1027.656957380123
37.333333333333336,1027.0987168035992,1027.6473199424584
37.416666666666664,1027.0878386109819,1027.648660247804
37.5,1027.0990217724805,1027.648727098359
37.583333333333336,1027.1184059640213,1027.6489583293267
37.666666666666664,1027.1481032240756,1027.6494009642745
37.75,1027.1596248606522,1027.6501899345672
37.833333333333336,1027.1618779602532,1027.6508385497095
37.916666666666664,1027.1481553871854,1027.6516487146841
38.0,1027.1274383779937,1027.6546787576322
38.083333333333336,1027.1078778347098,1027.6569447053807
38.166666666666664,1027.0754067651233,1027.6564186436185
38.25,1027.055913043919,1027.65433235045
38.333333333333336,1027.0553293375003,1027.6532289201264
38.416666666666664,1027.06434184672,1027.6526622518002
38.5,1027.0750638716977,1027.6512613409311
38.583333333333336,1027.0861717160844,1027.6516113810899
38.666666666666664,1027.0926200013496,1027.6496002957556
38.75,1027.1099975932866,1027.6516888225563
38.833333333333336,1027.1155573010265,1027.655282000547
38.916666666666664,1027.1102046415838,1027.6572167543575
39.0,1027.0991109388995,1027.6602786568433
39.083333333333336,1027.074656161673,1027.6599552002656
39.166666666666664,1027.035010903554,1027.658194023558
39.25,1027.0521113223779,1027.6562773175658
39.333333333333336,1027.0677739096004,1027.6542367549182
39.416666666666664,1027.0767570065518,1027.6527023180254
39.5,1027.085131732719,1027.6520867290326
39.583333333333336,1027.0969237803763,1027.6491932956706
39.666666666666664,1027.1147569233797,1027.6487865935846
39.75,1027.1304198401974,1027.6499993185903
39.833333333333336,1027.137828261971,1027.6533790595745
39.916666666666664,1027.1282665787924,1027.655621302876
40.0,1027.1042630341576,1027.6569637264354
40.083333333333336,1027.0918051914878,1027.6585663610663
40.166666666666664,1027.091039048342,1027.6582165670716
40.25,1027.0789537653725,1027.656120564819
40.333333333333336,1027.0732811634382,1027.653266327751
40.416666666666664,1027.0634702075924,1027.6484272219739
40.5,1027.072637755559,1027.650465787722
40.583333333333336,1027.090243957676,1027.6520809598112
40.666666666666664,1027.1045500368762,1027.652273799197
40.75,1027.112889705948,1027.6544315571834
40.833333333333336,1027.12129394808,1027.6570813419141
40.916666666666664,1027.1136754676415,1027.6597092118222
41.0,1027.085366520011,1027.6607858770888
41.083333333333336,1027.0737460003218,1027.6555377285772
41.166666666666664,1027.0724189827363,1027.6501222979236
41.25,1027.078258897412,1027.6434120417134
41.333333333333336,1027.05861804441,1027.6407231834162
41.416666666666664,1027.0596703371393,1027.6434493557745
41.5,1027.0761728218538,1027.648980081835
41.583333333333336,1027.082457055362,1027.6544568773477
41.666666666666664,1027.0892567594676,1027.6536471709403
41.75,1027.1070125328545,1027.655342254975
41.833333333333336,1027.1149054824498,1027.656316916103
41.916666666666664,1027.1054707142719,1027.6574318308642
42.0,1027.0738810257048,1027.6580389883677
42.083333333333336,1027.0566341169144,1027.6585553205596
42.166666666666664,1027.0554204750936,1027.6582234199257
42.25,1027.0677644480245,1027.6577477480023
42.333333333333336,1027.0807474076335,1027.657976729143
42.416666666666664,1027.0999169948097,1027.658165099267
42.5,1027.1094730841223,1027.6558211768079
42.583333333333336,1027.1142038133512,1027.6540616388331
42.666666666666664,1027.128081707322,1027.6543765111608
42.75,1027.136655329587,1027.6545300351013
42.833333333333336,1027.140257449802,1027.654928286923
42.916666666666664,1027.1353722802965,1027.6573941362385
43.0,1027.1265751586072,1027.6474416304932
43.083333333333336,1027.108794520355,1027.6502989906762
43.166666666666664,1027.0895293575393,1027.6487593073014
43.25,1027.1110079727114,1027.6434431259004
43.333333333333336,1027.1349623076171,1027.6370439451866
43.416666666666664,1027.1479122509418,1027.6451695922196
43.5,1027.1437563309055,1027.6523564134889
43.583333333333336,1027.154894679217,1027.6534332310634
43.666666666666664,1027.1607448764087,1027.6525412330254
43.75,1027.16951272568,1027.6521998975868
43.833333333333336,1027.1719069737937,1027.6529655065417
43.916666666666664,1027.160095804175,1027.6542490261509
44.0,1027.1357570384348,1027.6560802248825
44.083333333333336,1027.114513398093,1027.6579502256393
44.166666666666664,1027.1024606367923,1027.6576673385202
44.25,1027.1043220913175,1027.65854534668
44.333333333333336,1027.1109900041345,1027.6591783956503
44.416666666666664,1027.1305066002874,1027.6527385221193
44.5,1027.1379390566037,1027.651695011954
44.583333333333336,1027.1440704608733,1027.657306477174
44.666666666666664,1027.155126121528,1027.6579914425206
44.75,1027.1599569299262,1027.6575413225662
44.833333333333336,1027.160133682731,1027.6581395130354
44.916666666666664,1027.1490338210253,1027.6594908480388
45.0,1027.1248742139246,1027.6611492222178
45.083333333333336,1027.1090878014454,1027.656777903471
45.166666666666664,1027.1132177092024,1027.651950528975
45.25,1027.11710994263,1027.6509987363959
45.333333333333336,1027.0971311949227,1027.6416184641275
45.416666666666664,1027.0873048863218,1027.6582251576813
45.5,1027.0989395237198,1027.6587386027225
45.583333333333336,1027.1074176540974,1027.6577491062535
45.666666666666664,1027.1262165412022,1027.658609166263
45.75,1027.133745373992,1027.6587042292485
45.833333333333336,1027.1373096630425,1027.6593853392176
45.916666666666664,1027.1321371812921,1027.6595606765268
46.0,1027.1121642906728,1027.6528026235897
46.083333333333336,1027.0879438778213,1027.6482947144102
46.166666666666664,1027.100199407297,1027.6373408644554
46.25,1027.1130751527382,1027.6328513685105
46.333333333333336,1027.1320529723087,1027.6324111402594
46.416666666666664,1027.1448209949979,1027.6302548297274
46.5,1027.143525863696,1027.6476192319165
46.583333333333336,1027.157047023504,1027.6596775931218
46.666666666666664,1027.1795498593272,1027.6594199135645
46.75,1027.1855773804261,1027.6573212803087
46.833333333333336,1027.1885052725434,1027.658523747248
46.916666666666664,1027.1810881985375,1027.6552488110606
47.0,1027.1607235142526,1027.6412701990068
47.083333333333336,1027.142573500391,1027.643680580545
47.166666666666664,1027.1346488419215,1027.6389996966268
47.25,1027.1349346173356,1027.6352663194243
47.333333333333336,1027.1257590175762,1027.6366172309993
47.416666666666664,1027.1308540803527,1027.6339757233268
47.5,1027.133315748323,1027.6417042534636
47.583333333333336,1027.1377541204163,1027.656596075519
47.666666666666664,1027.1549153197318,1027.6566866568548
47.75,1027.16351942535,1027.656998864526
47.833333333333336,1027.1623996068051,1027.6569730779293
47.916666666666664,1027.1581426318287,1027.6588920906797
48.0,1027.1347325044771,1027.6598750898029
48.083333333333336,1027.1107930555584,1027.6483779349517
48.166666666666664,1027.084269971804,1027.6411932011101
48.25,1027.0673305197238,1027.651628189157
48.333333333333336,1027.0523141488723,1027.6440144641003
48.416666666666664,1027.0640362952092,1027.6506742051045
48.5,1027.080365161366,1027.656337855128
48.583333333333336,1027.1080744958767,1027.6513550565317
48.666666666666664,1027.1290260424234,1027.6514262862497
48.75,1027.1487392419906,1027.6467821923898
48.833333333333336,1027.1555140017397,1027.6469949256634
48.916666666666664,1027.1492240437944,1027.6465508568908
49.0,1027.1317582648508,1027.648343686227
49.083333333333336,1027.109889860325,1027.648008175097
49.166666666666664,1027.080154074897,1027.6463492541025
49.25,1027.0661028274349,1027.6448789898693
49.333333333333336,1027.0528709535538,1027.6492469513257
49.416666666666664,1027.0721131952096,1027.6478406846
49.5,1027.0867522435765,1027.6473855177617
49.583333333333336,1027.0989393574869,1027.645459600264
49.666666666666664,1027.11522711088,1027.650470428365
49.75,1027.1390968305811,1027.6536576778406
49.833333333333336,1027.1410746301099,1027.6537936865348
49.916666666666664,1027.1362100158508,1027.6550303159236
50.0,1027.1177014500854,1027.6572277345492
50.083333333333336,1027.1158112517228,1027.6459153886938
50.166666666666664,1027.1134538980873,1027.6473486408622
50.25,1027.1022162617744,1027.6460826906637
50.333333333333336,1027.0981928547894,1027.6429285856098
50.416666666666664,1027.0881945997005,1027.650202218872
50.5,1027.1057024081479,1027.6498438479698
50.583333333333336,1027.1266234887012,1027.6501393244544
50.666666666666664,1027.1444926174636,1027.649393458481
50.75,1027.1625072837612,1027.6508670214714
50.833333333333336,1027.1691469188468,1027.6516775182606
50.916666666666664,1027.1623045772546,1027.6537928717812
51.0,1027.141797596817,1027.6547702543232
51.083333333333336,1027.101431640155,1027.6533095453685
51.166666666666664,1027.1093136437657,1027.6547484718774
51.25,1027.1248471639099,1027.6532414092048
51.333333333333336,1027.1369898573673,1027.6518364858398
51.416666666666664,1027.1423833124852,1027.6503858867636
51.5,1027.1479400341761,1027.6496284521008
51.583333333333336,1027.156967821932,1027.6480934690292
51.666666666666664,1027.1606310005254,1027.6459633252882
51.75,1027.1684296788287,1027.646505750843
51.833333333333336,1027.1677261604461,1027.6469710042634
51.916666666666664,1027.1577645683683,1027.6487972076789
52.0,1027.128717479634,1027.649889315265
52.083333333333336,1027.1020855945792,1027.651967214356
52.166666666666664,1027.0856016133403,1027.6520557224057
52.25,1027.0446504409774,1027.6465741674579
52.333333333333336,1027.0462818872852,1027.6466023765645
52.416666666666664,1027.0702120352273,1027.64794315706
52.5,1027.089980744669,1027.6489652915357
52.583333333333336,1027.1017174057843,1027.6475741549689
52.666666666666664,1027.11984287596,1027.6493944055092
52.75,1027.1303386136187,1027.6503025484465
52.833333333333336,1027.1309676476149,1027.6502530107396
52.916666666666664,1027.117405086781,1027.6492965608309
53.0,1027.093397350612,1027.6513400045635
53.083333333333336,1027.0664832839616,1027.652058742382
53.166666666666664,1027.0684343524008,1027.6530923194764
53.25,1027.0872581781468,1027.653002926742
53.333333333333336,1027.0782719858503,1027.6440651562725
53.416666666666664,1027.0557594198037,1027.6472953499433
53.5,1027.0445009058856,1027.6459087091168
53.583333333333336,1027.0560019544723,1027.647249855575
53.666666666666664,1027.0686468794347,1027.6491771317699
53.75,1027.0881691697493,1027.6516560522516
53.833333333333336,1027.0943221131865,1027.6516329679114
53.916666666666664,1027.085742389041,1027.6526639863778
54.0,1027.0706427019572,1027.6555303257132
54.083333333333336,1027.0552648297637,1027.6504256384303
54.166666666666664,1027.0474143478407,1027.6512310155777
54.25,1027.061812955063,1027.6458103312061
54.333333333333336,1027.0679644947834,1027.644940430797
54.416666666666664,1027.0767142783527,1027.6523474729588
54.5,1027.0971591173309,1027.646839242655
54.583333333333336,1027.10821925743,1027.6462982604423
54.666666666666664,1027.1252953357907,1027.6459127608393
54.75,1027.1387422821742,1027.6450940752527
54.833333333333336,1027.1315157983122,1027.6557990301324
54.916666666666664,1027.1267354507318,1027.6503907511985
55.0,1027.1135117365009,1027.647195281375
55.083333333333336,1027.1095211013196,1027.6390199583523
55.166666666666664,1027.1075228171183,1027.6343967336848
55.25,1027.1078607356085,1027.6284812480096
55.333333333333336,1027.088083169448,1027.635803915181
55.416666666666664,1027.0887566858535,1027.6391328361876
55.5,1027.1009712588718,1027.6440368776387
55.583333333333336,1027.1111636924675,1027.649320380168
55.666666666666664,1027.109457547703,1027.6533383561637
55.75,1027.1133712661576,1027.65476187134
55.833333333333336,1027.1158444069065,1027.6557942905172
55.916666666666664,1027.108804772424,1027.6572889845215
56.0,1027.0994314124225,1027.6420762748376
56.083333333333336,1027.0753562039858,1027.6383711560538
56.166666666666664,1027.069359062524,1027.6345573284568
56.25,1027.0780339052253,1027.6338885978423
56.333333333333336,1027.079051163671,1027.6326383179323
56.416666666666664,1027.083017305314,1027.6310417299271
56.5,1027.0866073907603,1027.6416423351777
56.583333333333336,1027.0998194070226,1027.6465761602985
56.666666666666664,1027.1148219241188,1027.6449664362538
56.75,1027.1252708178304,1027.6505339788766
56.833333333333336,1027.1257123215628,1027.654971550705
56.916666666666664,1027.1247433470267,1027.6508312948079
57.0,1027.121564408537,1027.6376042237753
57.083333333333336,1027.122156910187,1027.6356808689832
57.166666666666664,1027.125411393755,1027.6384138279034
57.25,1027.1107990503242,1027.6320721737973
57.333333333333336,1027.1080878963573,1027.630703368514
57.416666666666664,1027.1171991349413,1027.627842878429
57.5,1027.1124633798834,1027.6378043594084
57.583333333333336,1027.1061762272116,1027.651188436829
