decyear,B-ISMF-bug_T_z20,B-ISMF-bug_S_z20
13.916666666666666,-1.4476967788477673,34.351108741273
14.0,-1.4720786710967502,34.347120488759245
14.083333333333334,-1.4857151356394727,34.343231584931694
14.166666666666666,-1.456980742402367,34.341109075295385
14.25,-1.4420010236407457,34.339715205580404
14.333333333333334,-1.3811453179111994,34.34001748476114
14.416666666666666,-1.2856505600632924,34.342393883302435
14.5,-1.1268878006558614,34.348209266542426
14.583333333333334,-0.8900233206086492,34.35806832710782
14.666666666666666,-0.7726737193670032,34.36596813677276
14.75,-0.7571798916889168,34.369420906460775
14.833333333333334,-0.8450157303100879,34.36162644990184
14.916666666666666,-1.0358136228073065,34.35322192584505
15.0,-1.1349392960110205,34.348909920809355
15.083333333333334,-1.167320288412785,34.3455464777705
15.166666666666666,-1.1233363919269748,34.341550295124854
15.25,-1.091838537213397,34.33749395537565
15.333333333333334,-1.1907961590183833,34.33293064571254
15.416666666666666,-1.1464407959407104,34.33334069413158
15.5,-1.0893272562695608,34.33369414964629
15.583333333333334,-1.025855613279333,34.334584310751275
15.666666666666666,-0.9643967974827176,34.33301717024359
15.75,-1.0364595683393831,34.32798236963918
15.833333333333334,-1.1120157723732056,34.32319973176319
15.916666666666666,-1.1859486604661496,34.31855399290802
16.0,-1.2354762688618355,34.31558471184816
16.083333333333332,-1.236872384558256,34.31353753814812
16.166666666666668,-1.231481163601729,34.31292605771861
16.25,-1.1946640315367572,34.31503300207807
16.333333333333332,-1.1387864361726139,34.31824862595866
16.416666666666668,-1.0964333025490065,34.319958161179294
16.5,-0.974037176043813,34.32086082928162
16.583333333333332,-0.9119555258943548,34.32176130592677
16.666666666666668,-0.9947578926861875,34.3200339891543
16.75,-1.1271922812295083,34.31939541893885
16.833333333333332,-1.1779662952437755,34.32027928887555
16.916666666666668,-1.2301458824613756,34.31995870274566
17.0,-1.255494793162696,34.319128239284744
17.083333333333332,-1.263502407310467,34.31737184708435
17.166666666666668,-1.2428705454084157,34.31723137075713
17.25,-1.1640010675202377,34.31857225879139
17.333333333333332,-1.159036614587351,34.31837501535622
17.416666666666668,-1.1166443580730112,34.31991899056308
17.5,-1.0114733014570807,34.32356632205528
17.583333333333332,-0.8548613928249745,34.32957346593553
17.666666666666668,-0.7054188477939103,34.33640947493428
17.75,-0.7247456758413383,34.33923374922922
17.833333333333332,-0.7203790151006622,34.341587470035435
17.916666666666668,-0.7964043921785894,34.34008342928916
18.0,-0.8283727346936809,34.3388561987456
18.083333333333332,-0.869807063862306,34.33621270565019
18.166666666666668,-0.8648077647853211,34.33538631996223
18.25,-0.7901009712621764,34.33741927553068
18.333333333333332,-0.6883194540070052,34.34045929202331
18.416666666666668,-0.6735287387540219,34.34071514016989
18.5,-0.4912758452022311,34.34716257289833
18.583333333333332,-0.36651954072987875,34.357175660602884
18.666666666666668,-0.4140730466115967,34.35985065376037
18.75,-0.45276652362925435,34.363102421234714
18.833333333333332,-0.5253315131579849,34.3622524555304
18.916666666666668,-0.5720072403050434,34.360800324649794
19.0,-0.5524278897815033,34.35942830053439
19.083333333333332,-0.5349543561888245,34.35743024614295
19.166666666666668,-0.5149878496453266,34.35508124413424
19.25,-0.5038477428585555,34.353477780697034
19.333333333333332,-0.4485633216227397,34.351937671117376
19.416666666666668,-0.3539685240542738,34.351396188165076
19.5,-0.24664109806223064,34.35172679068857
19.583333333333332,-0.18838195409196581,34.35136539361519
19.666666666666668,-0.37892111484938007,34.343397510083676
19.75,-0.4453509086857203,34.339655802798184
19.833333333333332,-0.574539672776969,34.334079691782264
19.916666666666668,-0.6557623562165118,34.331353400522424
20.0,-0.7113551140097306,34.32867828038706
20.083333333333332,-0.7699258962848644,34.325452730702814
20.166666666666668,-0.7783898253662633,34.32326138592248
20.25,-0.7637310493550044,34.32259459156517
20.333333333333332,-0.6943508752879088,34.3239713301067
20.416666666666668,-0.635441052889859,34.32552930670607
20.5,-0.535359000236512,34.32848813208512
20.583333333333332,-0.6171129768340718,34.32501715393231
20.666666666666668,-0.6421543101352087,34.32350068581411
20.75,-0.6729133656857066,34.32197973678153
20.833333333333332,-0.6818590811957833,34.321331923923175
20.916666666666668,-0.753273013103364,34.31854569977589
21.0,-0.8438687482731321,34.31544126429396
21.083333333333332,-0.9110897340762915,34.31304758243935
21.166666666666668,-0.9360430712072957,34.312104734230445
21.25,-0.9830051430863793,34.312880223543715
21.333333333333332,-0.9060731319220435,34.31747863435444
21.416666666666668,-0.8548030339403133,34.31996864148734
21.5,-0.8126264811425564,34.32046535183886
21.583333333333332,-0.7830665701672871,34.32118176561915
21.666666666666668,-0.6868532068735178,34.32536990373649
21.75,-0.5651662654938249,34.333634811350585
21.833333333333332,-0.546374103714881,34.33774607799042
21.916666666666668,-0.527943271980924,34.34040846054129
22.0,-0.5304671071169914,34.3406049523551
22.083333333333332,-0.54017741947324,34.340372133208994
22.166666666666668,-0.4894405091477873,34.342010678223794
22.25,-0.46669577527384276,34.342544912831336
22.333333333333332,-0.4771757459472423,34.34233200962467
22.416666666666668,-0.47093836720731097,34.34308987231002
22.5,-0.5297410955722357,34.34258653655941
22.583333333333332,-0.640125482969719,34.34057379694208
22.666666666666668,-0.7472352278737929,34.3384819898377
22.75,-0.8370324624835954,34.3359327596696
22.833333333333332,-0.8998744030415968,34.33249536133104
22.916666666666668,-0.9756939726462077,34.32859280949255
23.0,-1.0207411725611824,34.325698322688886
23.083333333333332,-1.0382764068382695,34.322547929336245
23.166666666666668,-1.0916460506915113,34.316293399434194
23.25,-1.1906311906241176,34.31147124924699
23.333333333333332,-1.248801781990494,34.30940583096177
23.416666666666668,-1.2864323374097695,34.30614910939187
23.5,-1.322896031655828,34.305421404392604
23.583333333333332,-1.3549654028328133,34.3041377895217
23.666666666666668,-1.459778011714323,34.30221856303164
23.75,-1.5750529012553494,34.303939282277696
23.833333333333332,-1.6583467308331743,34.30153636173036
23.916666666666668,-1.707765317660788,34.300573243486404
24.0,-1.749434843044128,34.299149039663455
24.083333333333332,-1.7975580596361165,34.29419854240992
24.166666666666668,-1.8415915212622158,34.288659906231864
24.25,-1.8718681207845602,34.28040388655153
24.333333333333332,-1.8831440648028912,34.277846636315246
24.416666666666668,-1.8990902008968442,34.27434159980282
24.5,-1.9008807817519897,34.27396192838267
24.583333333333332,-1.9046342307011417,34.27785305779778
24.666666666666668,-1.9162086178426916,34.28309880209382
24.75,-1.9308495622273183,34.28165017709482
24.833333333333332,-1.9477733043803223,34.27919089876682
24.916666666666668,-1.962732221340996,34.281719214619315
25.0,-1.9597058459806467,34.28377546182578
25.083333333333332,-1.955569513850922,34.28181778113893
25.166666666666668,-1.954005953129127,34.27853399756752
25.25,-1.9535302192307002,34.27405905109962
25.333333333333332,-1.949248299833651,34.275734528929206
25.416666666666668,-1.9450953172002738,34.27253382337831
25.5,-1.9403036144589871,34.26625112501712
25.583333333333332,-1.9321627930894547,34.259674678417134
25.666666666666668,-1.9335855377093494,34.25777283964732
25.75,-1.940749509036441,34.257801413846025
25.833333333333332,-1.940742227894991,34.25955014352655
25.916666666666668,-1.933595216790913,34.26338772695746
26.0,-1.9299495840300778,34.26448636439193
26.083333333333332,-1.933297423916494,34.26631747527003
26.166666666666668,-1.936007358724652,34.263269917473664
26.25,-1.9388939115424118,34.26125273746661
26.333333333333332,-1.9459966457771998,34.2620618668516
26.416666666666668,-1.9546039137084685,34.259670128610864
26.5,-1.957496193700627,34.25815142309849
26.583333333333332,-1.9481143372484913,34.25312362478216
26.666666666666668,-1.9236793441216393,34.241692266309734
26.75,-1.9270811772056726,34.241763994018726
26.833333333333332,-1.926113387477239,34.24309596519285
26.916666666666668,-1.9335265703922662,34.24459491762207
27.0,-1.9466166860457814,34.245230329672026
27.083333333333332,-1.95365973357154,34.244621162088045
27.166666666666668,-1.9621201578075045,34.24163866566051
27.25,-1.9734513235361175,34.241267912506856
27.333333333333332,-1.9771504956747494,34.24173496437946
27.416666666666668,-1.902533587669688,34.240474505613776
27.5,-1.7711965284613558,34.24680101778384
27.583333333333332,-1.7510113563283964,34.255141075974095
27.666666666666668,-1.7882665414585255,34.26115840500476
27.75,-1.8128781244521617,34.26327117912073
27.833333333333332,-1.8807768367263824,34.2643781306745
27.916666666666668,-1.924680564962136,34.26570542155558
28.0,-1.94527842750339,34.26647478109736
28.083333333333332,-1.9557506842504526,34.262634715921635
28.166666666666668,-1.967255122157994,34.2545236750086
28.25,-1.9762652058036463,34.247513111082135
28.333333333333332,-1.9804747371066032,34.244230310151224
28.416666666666668,-1.9819970712423902,34.24049909621921
28.5,-1.9807677781296937,34.242357892564065
28.583333333333332,-1.9606514577442828,34.24405978828924
28.666666666666668,-1.9471416672841584,34.24146382446834
28.75,-1.954713365213976,34.246208352734705
28.833333333333332,-1.9802354775191977,34.24592932872459
28.916666666666668,-1.9999869712693645,34.25050021766937
29.0,-2.004194366299487,34.25225365930202
29.083333333333332,-2.0020049444682666,34.25068534063957
29.166666666666668,-2.004540797680377,34.24493064635394
29.25,-2.0068108007201677,34.24327757851164
29.333333333333332,-2.007747182478152,34.24422221899969
29.416666666666668,-2.0057739758387925,34.246850798908014
29.5,-2.002669821227681,34.250791060854816
29.583333333333332,-2.004026383662828,34.247187178423815
29.666666666666668,-2.012817769277946,34.245128778340245
29.75,-2.0235765433740553,34.2441325430659
29.833333333333332,-2.032289959131867,34.24494842612011
29.916666666666668,-2.0403319945624108,34.24789574059947
30.0,-2.051363609321456,34.24801260797124
30.083333333333332,-2.0493077066661756,34.24672218007335
30.166666666666668,-2.039856265640822,34.242870401937026
30.25,-2.028001866881616,34.238053037403
30.333333333333332,-2.008773727137904,34.23024049173065
30.416666666666668,-1.9920925608656042,34.224277728477006
30.5,-1.9805022934712457,34.22165655088704
30.583333333333332,-1.9899375250152451,34.22524281048819
30.666666666666668,-1.989044643848699,34.22267740689309
30.75,-1.9851259236027154,34.21732021873919
30.833333333333332,-1.982653220955834,34.213634570400245
30.916666666666668,-1.9826903181985656,34.21372737708096
31.0,-1.9824140183411623,34.21292771553554
31.083333333333332,-1.98084032402907,34.210342992397216
31.166666666666668,-1.9776369281335358,34.20611856862576
31.25,-1.9732399182509792,34.20536269967104
31.333333333333332,-1.974365828078666,34.20565406143271
31.416666666666668,-1.9765573451703802,34.20360463814822
31.5,-1.9624877502484763,34.19857962036976
31.583333333333332,-1.9393721595885323,34.199375711074026
31.666666666666668,-1.9231700288493319,34.20320686423914
31.75,-1.9247738586418184,34.20582537771806
31.833333333333332,-1.9340809187479193,34.20744477847854
31.916666666666668,-1.945488336542295,34.21044783173443
32.0,-1.9555932328492809,34.21293733981544
32.083333333333336,-1.9573555821557795,34.21040919728194
32.166666666666664,-1.961554683589984,34.20736710104474
32.25,-1.968832649160929,34.20562367890274
32.333333333333336,-1.9701541499921291,34.205849186182924
32.416666666666664,-1.964703334706976,34.20835608104778
32.5,-1.9135828626162381,34.21175042373264
32.583333333333336,-1.7850228598861173,34.2217305974651
32.666666666666664,-1.6313026018109988,34.229406327417344
32.75,-1.5855928085657807,34.22891334229101
32.833333333333336,-1.695937508666068,34.230229231842266
32.916666666666664,-1.7722331396429387,34.23339350076742
33.0,-1.823258202837066,34.23480157625596
33.083333333333336,-1.8640194847948972,34.232949401487815
33.166666666666664,-1.9142011322449954,34.22562083251369
33.25,-1.936740409544903,34.21944278976659
33.333333333333336,-1.9482213609083976,34.219706461147375
33.416666666666664,-1.9552556762352973,34.21695524625516
33.5,-1.9556500652186075,34.20740240124352
33.583333333333336,-1.9514275465098736,34.19541352749471
33.666666666666664,-1.9530578591606762,34.1894255319816
33.75,-1.955460658489009,34.18569407648324
33.833333333333336,-1.961752598367728,34.18664426810177
33.916666666666664,-1.9706256423616666,34.186853578147506
34.0,-1.9771093508357613,34.18581052449581
34.083333333333336,-1.9797913349910616,34.18425717178051
34.166666666666664,-1.9727189499073388,34.18484349521698
34.25,-1.9595196234901606,34.18625083342189
34.333333333333336,-1.9628952099367343,34.18142453316824
34.416666666666664,-1.903032774133091,34.17728455008751
34.5,-1.7354913258641131,34.18251510064924
34.583333333333336,-1.516928455374532,34.19167701022017
34.666666666666664,-1.4329853510563415,34.196262672444085
34.75,-1.5411908274697128,34.1961235036495
34.833333333333336,-1.6481324055590876,34.19504250113703
34.916666666666664,-1.699145601630615,34.192762375058976
35.0,-1.7311343708804963,34.19148980855976
35.083333333333336,-1.7617710949758385,34.189748517735154
35.166666666666664,-1.7847721622014614,34.18711327061247
35.25,-1.799809724105666,34.185131794530236
35.333333333333336,-1.807722471377301,34.184042938532336
35.416666666666664,-1.793225497022725,34.18547219137102
35.5,-1.7677840474830153,34.18781966642962
35.583333333333336,-1.7542759365377063,34.1885485602718
35.666666666666664,-1.7364319928710592,34.19107506511469
35.75,-1.7201656486613779,34.194849097215155
35.833333333333336,-1.6934151808555347,34.19587375981523
35.916666666666664,-1.7110335772901524,34.19604408561283
36.0,-1.7349864759365514,34.19537023429741
36.083333333333336,-1.7641047149999851,34.19295504690336
36.166666666666664,-1.8158132443702317,34.18720862207236
36.25,-1.8506277313720867,34.180099974233585
36.333333333333336,-1.8475532791600204,34.17488667614375
36.416666666666664,-1.69295656104568,34.178966711888854
36.5,-1.4628384501963363,34.18790235841182
36.583333333333336,-1.6195616171637508,34.18815908903007
36.666666666666664,-1.7393619176515351,34.19624376687996
36.75,-1.8399513871687578,34.19928937163686
36.833333333333336,-1.9225975928803924,34.19963020661153
36.916666666666664,-1.9827480187000757,34.19909403504865
37.0,-2.0198354748746636,34.19608541984713
37.083333333333336,-2.0386891314581517,34.18772956089793
37.166666666666664,-2.043638354223796,34.179901799679996
37.25,-2.045098583143569,34.17118563937428
37.333333333333336,-2.04201345658082,34.16540514421987
37.416666666666664,-2.035053742415745,34.160282129599345
37.5,-2.02278730644555,34.158492051348574
37.583333333333336,-2.0071760202522797,34.1543632682635
37.666666666666664,-1.9988213471641119,34.15310883895662
37.75,-2.0004787529497237,34.156594174637284
37.833333333333336,-2.013532302013196,34.162799219895994
37.916666666666664,-2.0166235502092777,34.16679808290385
38.0,-2.0166941699852132,34.16554651797662
38.083333333333336,-2.0169648953650983,34.159889437629126
38.166666666666664,-2.018475266855592,34.15255793989591
38.25,-2.019227832665455,34.150972461227155
38.333333333333336,-2.0201970870783543,34.151089809997984
38.416666666666664,-2.0191464137258794,34.14965584617575
38.5,-2.0037823779593356,34.15047400429762
38.583333333333336,-1.9482719860921083,34.15272342596045
38.666666666666664,-1.8930589088263767,34.15263638136647
38.75,-1.856958030399255,34.15318358239803
38.833333333333336,-1.8421556128121181,34.15321667375565
38.916666666666664,-1.8702679653900147,34.15159284370283
39.0,-1.8978092212459543,34.150581183280025
39.083333333333336,-1.9138763717766212,34.14721016383847
39.166666666666664,-1.9266674230265168,34.14457617437612
39.25,-1.9405406601985884,34.141766103815606
39.333333333333336,-1.9503631191137403,34.14096297856941
39.416666666666664,-1.9581897610230288,34.1418158557213
39.5,-1.9692959703124953,34.14295200323123
39.583333333333336,-1.9755469453116177,34.14293512598124
39.666666666666664,-1.9809894616490953,34.14350298368537
39.75,-1.989282399927949,34.14277976739286
39.833333333333336,-1.9928887468924017,34.143078810793085
39.916666666666664,-1.9945130646676958,34.14439511157075
40.0,-1.9937826918256805,34.14476933517598
40.083333333333336,-1.9962210512989949,34.14398637379289
40.166666666666664,-1.9981174648142193,34.14458868826137
40.25,-1.999544951204628,34.14506668729999
40.333333333333336,-2.0015030102338205,34.14610590461023
40.416666666666664,-2.0046164620900018,34.14841351548822
40.5,-2.008138720329509,34.15302559677153
40.583333333333336,-2.0055075091711436,34.152987946112376
40.666666666666664,-2.000781928942737,34.151077778720044
40.75,-1.9964463816987528,34.14440864271875
40.833333333333336,-1.9958874812554692,34.14361920260037
40.916666666666664,-1.9964291788265898,34.14322683438428
41.0,-1.9971021018353121,34.142058458238154
41.083333333333336,-1.9978636931785496,34.14169840763963
41.166666666666664,-1.9946687112402222,34.14249569100564
41.25,-1.983025491446385,34.14422913643268
41.333333333333336,-1.9921153655443316,34.14097989551389
41.416666666666664,-2.016647041116132,34.137708013614656
41.5,-2.0120829911259537,34.13521352494383
41.583333333333336,-1.9887207759384626,34.133881175884916
41.666666666666664,-1.9746275090188734,34.13149654856879
41.75,-1.9620221369115922,34.13187623747413
41.833333333333336,-1.8035795215475183,34.14257679353719
41.916666666666664,-1.1822210155874815,34.18936748604716
42.0,0.07556902593859081,34.2874393234611
42.083333333333336,0.9410018399980118,34.36012961436887
42.166666666666664,1.5159757733924317,34.41385073873356
42.25,1.6831339788715765,34.447806863595815
42.333333333333336,1.6587512599140577,34.448584147278815
42.416666666666664,1.5790911264468517,34.43992399074354
42.5,1.4508662110514594,34.42255467650963
42.583333333333336,1.3775703628907952,34.41320356395807
42.666666666666664,1.326257722051833,34.39724600522488
42.75,1.2807243855883126,34.38816987709188
42.833333333333336,1.235802161324292,34.381512142538426
42.916666666666664,1.1530660229394596,34.378300561866354
43.0,1.265307486061425,34.395652407084974
43.083333333333336,1.6210683039406821,34.43451270816055
43.166666666666664,1.6995895722072063,34.44942949649827
43.25,1.6323611110602914,34.4465396588708
43.333333333333336,1.5592897625137767,34.440726515003014
43.416666666666664,1.5090532267231873,34.434410071311646
43.5,1.4204708395983523,34.42165167205257
43.583333333333336,1.3574170086764055,34.412420260900184
43.666666666666664,1.3521899445934795,34.40905855474997
43.75,1.340374198729353,34.406400458912024
43.833333333333336,1.3250417551132732,34.40408144218734
43.916666666666664,1.30230850362451,34.401023639763686
44.0,1.2720505265355404,34.39720118261733
44.083333333333336,1.2505776043401202,34.39468571040965
44.166666666666664,1.2137274163171141,34.38810427842288
44.25,1.1706340626785003,34.382443073235976
44.333333333333336,1.1624979724084221,34.38391679995464
44.416666666666664,1.1368570281062682,34.38143306519734
44.5,1.103788182062201,34.37749261169092
44.583333333333336,1.0683885066824843,34.372202644648794
44.666666666666664,1.0335544199348308,34.36779877535464
44.75,0.9933586510994595,34.362052108556256
44.833333333333336,0.9516810045706349,34.353772141032834
44.916666666666664,0.9026105389682418,34.34657998353958
45.0,0.827934653338648,34.33967205129296
45.083333333333336,0.7674455434352913,34.33557710932176
45.166666666666664,0.7737902430343927,34.336660376610794
45.25,0.8546662806298051,34.345259747382876
45.333333333333336,0.8710875796237068,34.345055566467835
45.416666666666664,0.8351761225756149,34.337636408222316
45.5,0.8111417350186476,34.33301514267775
45.583333333333336,0.7884180375069767,34.328370187729966
45.666666666666664,0.7624918497082805,34.32599444735497
45.75,0.6859810367305808,34.321748569655064
45.833333333333336,0.39756477542059704,34.302045608117474
45.916666666666664,0.22993875974223457,34.2900760510625
46.0,0.06610459985177147,34.279046457286434
46.083333333333336,-0.07031668196621808,34.27198316497601
46.166666666666664,-0.14850010937626126,34.26518661323794
46.25,-0.2339808186500215,34.25924499481819
46.333333333333336,-0.3194610942835109,34.25351532003194
46.416666666666664,-0.3224245761654117,34.250709979049155
46.5,-0.3111958647576062,34.24902376201123
46.583333333333336,-0.26095351213369367,34.25119965499207
46.666666666666664,-0.13815565336603527,34.259174702175926
46.75,0.11893877511073028,34.284700113465256
46.833333333333336,0.29987610293483,34.296505375788435
46.916666666666664,0.8787942075788493,34.34586892503328
47.0,1.4778682487360275,34.41435705989361
47.083333333333336,1.7828857627212236,34.456280553735006
47.166666666666664,1.69731864769784,34.45574154062083
47.25,1.5102764272873104,34.43518471822172
47.333333333333336,1.3516658076568078,34.41490507640427
47.416666666666664,1.2369539733020887,34.39403408272846
47.5,1.1467238017305836,34.37896489510775
47.583333333333336,1.1100354424941923,34.37377212298215
47.666666666666664,1.116765858308508,34.37662724191205
47.75,1.1961692000101811,34.38447928520143
47.833333333333336,1.198232659646566,34.38441002854526
47.916666666666664,1.1336510051344797,34.38030124253164
48.0,1.059728751701889,34.372638405984304
48.083333333333336,0.9719261921798117,34.36328248301496
48.166666666666664,0.7905679801462876,34.3477138810635
48.25,0.5841968499755401,34.33421984162687
48.333333333333336,0.39253816417241216,34.31699206883409
48.416666666666664,0.24434863772523038,34.30136780209375
48.5,0.08087518506900784,34.28248457044655
48.583333333333336,-0.06363747228930791,34.267489982055245
48.666666666666664,-0.11414787062382925,34.26226016013178
48.75,-0.1524379052716279,34.258703623374
48.833333333333336,-0.20449939970441725,34.253828902843736
48.916666666666664,-0.25085264252441486,34.25023789882785
49.0,-0.2989557303447548,34.24639828191539
49.083333333333336,-0.30580742120084003,34.245998219876434
49.166666666666664,-0.24808256865384756,34.25104331064077
49.25,-0.0772058088792191,34.26772362044213
49.333333333333336,-0.11888056889644111,34.26376441402792
49.416666666666664,-0.06429709639104024,34.26384858213327
49.5,-0.03361323287128509,34.2587492740278
49.583333333333336,-0.036499121803399495,34.25195372558063
49.666666666666664,-0.08100938306296965,34.24851014552323
49.75,-0.10577088332084279,34.24855758753386
49.833333333333336,-0.13371800049484892,34.247401342621444
49.916666666666664,-0.13285427785781886,34.24764585830255
50.0,-0.04671479190788036,34.25515374461922
50.083333333333336,0.37385859405719435,34.295463558116424
50.166666666666664,0.9380514628192085,34.35169503859118
50.25,1.2801082072197165,34.39065260325544
50.333333333333336,1.4286616234670246,34.40724071186771
50.416666666666664,1.321891094800224,34.39675265175163
50.5,1.1852228663825692,34.3732532277406
50.583333333333336,1.1209730837068808,34.369551896732744
50.666666666666664,1.078208763003319,34.36198425039558
50.75,1.11670621229084,34.35802340859913
50.833333333333336,1.1374131449343128,34.362078420125705
50.916666666666664,1.2221544964850843,34.37846178259184
51.0,1.3668573223490812,34.39632115599237
51.083333333333336,1.3938265286049845,34.40487469445092
51.166666666666664,1.3620106999493473,34.40714618896497
51.25,1.3611509493477514,34.40873343516396
51.333333333333336,1.3361660901528352,34.40827019916355
51.416666666666664,1.307216959831612,34.401879484324795
51.5,1.3007652397982592,34.39397699767641
51.583333333333336,1.2923838934937808,34.38644648863408
51.666666666666664,1.2786949414120463,34.37714130457944
51.75,1.2613932982765392,34.369225329568664
51.833333333333336,1.2126861391278834,34.36424405886913
51.916666666666664,1.1568671629501939,34.36064776240415
52.0,1.1341981110532342,34.3582556174255
52.083333333333336,1.1438008913896454,34.35795596619617
52.166666666666664,1.156443526944306,34.35900160810285
52.25,1.132996582475263,34.355704896087175
52.333333333333336,1.1112102332297693,34.35369984195541
52.416666666666664,1.0948963085597923,34.35030393556328
52.5,1.076658991024538,34.347241162235754
52.583333333333336,1.064768089169112,34.34871851270853
52.666666666666664,1.0545167347278928,34.34890041805453
52.75,1.0415505858276402,34.347982782121356
52.833333333333336,1.0275882084689818,34.34838680340001
52.916666666666664,1.0023270798567796,34.34527538643926
53.0,0.9736573205489546,34.34056811144856
53.083333333333336,0.9517379935558575,34.33758187016298
53.166666666666664,0.9254764411682181,34.33380984567974
53.25,0.8953231898772364,34.330013075850296
53.333333333333336,0.8661698284372863,34.3259383680404
53.416666666666664,0.8078293436417295,34.31835263513888
53.5,0.6530359732877916,34.29854083854657
53.583333333333336,0.43002219521785334,34.27224421558667
53.666666666666664,0.3562586136007678,34.26474065478943
53.75,0.28866985124034267,34.260290910880464
53.833333333333336,0.20664346043113094,34.252643285710946
53.916666666666664,0.1803092243519374,34.2515003146622
54.0,0.1707098446916903,34.25092996045267
54.083333333333336,0.18130314203092762,34.25254172524228
54.166666666666664,0.28421482665576564,34.26187280477463
54.25,0.4392200313513119,34.27761632932736
54.333333333333336,0.504981739723583,34.28442164214096
54.416666666666664,0.4481988752913804,34.28017503944104
54.5,0.43341082838183337,34.28011595792508
54.583333333333336,0.4125293212351263,34.277267003284834
54.666666666666664,0.454107175245576,34.27904480283495
54.75,0.5339578487308807,34.28648246087043
54.833333333333336,0.6672700900895213,34.2997756608848
54.916666666666664,1.069796739948578,34.33847026672215
55.0,1.3406485653527376,34.3768330430247
55.083333333333336,1.409153784513463,34.39700947731213
55.166666666666664,1.2837616672471612,34.38903351099522
55.25,1.1310894746144995,34.37996400696488
55.333333333333336,0.9759362335608618,34.3651252420651
55.416666666666664,0.8614416861004116,34.35567267363538
55.5,0.7601592499862266,34.324905010288454
55.583333333333336,0.7782175473327859,34.31614737850827
55.666666666666664,0.7904059887398148,34.308701651978225
55.75,0.8495977228946124,34.309484086935825
55.833333333333336,1.027901524267764,34.338952295422295
55.916666666666664,1.2227300330175417,34.37446547945585
56.0,1.3241551470099608,34.40087301008763
56.083333333333336,1.3406413126269614,34.405437572217615
56.166666666666664,1.2735663024266535,34.38389932974093
56.25,1.281452382411831,34.39183689421699
56.333333333333336,1.3041264978125222,34.396421308109716
56.416666666666664,1.2700378814513538,34.38614960181673
56.5,1.2444834706129604,34.37591345274198
56.583333333333336,1.265149342342855,34.37767392849749
56.666666666666664,1.3868423940588825,34.392663537199
56.75,1.4457213901702328,34.40052310180425
56.833333333333336,1.431741341369754,34.40462416533094
56.916666666666664,1.472737896515398,34.420248881382115
57.0,1.5500068894767332,34.443503423355864
57.083333333333336,1.5071852456081918,34.43692113225645
57.166666666666664,1.4622636512817875,34.432472169203905
57.25,1.3951793782432322,34.41561077830641
57.333333333333336,1.3388628266204472,34.40081886452206
57.416666666666664,1.3195617072071275,34.384635889944065
57.5,1.3274452208881857,34.37576422823163
57.583333333333336,1.386239913033496,34.380444685543445
57.666666666666664,1.4474082607444412,34.38693940584889
57.75,1.4796753407160776,34.39503159614566
57.833333333333336,1.47610181897018,34.39488557828399
57.916666666666664,1.4872052375815419,34.40713092693274
